"uomo, uomini","m. man, men","uomo, uomini"
"donna, donne","f. woman, women","donna, donne"
"bambino, bambini","m. child, children; boy, boys","bambino, bambini"
"bambina, bambine","f. child, children; girl, girls","bambina, bambine"
"famiglia, famiglie","f. family, families","famiglia, famiglie"
"figlio, figli","m. son, sons","figlio, figli"
"figlia, figlie","f. daughter, daughters","figlia, figlie"
"fratello, fratelli","m. brother, brothers","fratello, fratelli"
"sorella, sorelle","f. sister, sisters","sorella, sorelle"
"padre, padri","m. father, fathers","padre, padri"
"madre, madri","f. mother, mothers","madre, madri"
"genitore, genitori","m. parent, parents","genitore, genitori"
"marito, mariti","m. husband, husbands","marito, mariti"
"moglie, mogli","f. wife, wives","moglie, mogli"
