"abitante, abitanti","m./f. inhabitant; denizen; occupant","abitante, abitanti"
"città, città","f. inv. town, city","città, città"
"fiume, fiumi","m. river","fiume, fiumi"
"isola, isole","f. island, isle","isola, isole"
"lago, laghi","m. lake","lago, laghi"
"paese, paesi","m. country, nation; village; town","paese, paesi"
"grande, -i","adj. big, large (size or quantity); great (importance);","grande, -i"
"piccolo, -a","adj. small, little, young","piccolo, -a"
"molto","adv. much, very much, a lot; very, really","molto"
"poco","adv. little, not much; not very, poorly","poco"
"molto, -a","adj. much, many, a lot; great, very","molto, -a"
"poco, -a","adj. little, not much; few, not many","poco, -a"
"a","prep. to (indirect object); in; with","a"
"d'","(sometimes before a vowel or an h) apocopic form of di","d'"
"c'","(before the vowels e or i) apocopic form of ci","c'"
"che","(interrogative) what, which; that, than, when; let, may","che"
"ci","to there, here, there","ci"
"cos'","(sometimes before a vowel or an h) apocopic form of cosa","cos'"
"cosa","what","cosa"
"dove","where","dove"
"in","prep. in, to, into, by, on","in"
"ma","conj. but","ma"
"stare","to stay, remain, live, be","stare"
