"andare pres. 1st sg.","(io) vado","andare pres. 1st sg."
"andare pres. 2nd sg. fam.","(tu) vai","andare pres. 2nd sg. fam."
"andare pres. 2nd sg. pol.","(Lei) va","andare pres. 2nd sg. pol."
"andare pres. 3rd sg.","(lui/lei) va","andare pres. 3rd sg."
"andare pres. 1st pl.","(noi) andiamo","andare pres. 1st pl."
"andare pres. 2nd pl. fam.","(voi) andate","andare pres. 2nd pl. fam."
"andare pres. 2nd pl. pol.","(Loro) vanno","andare pres. 2nd pl. pol."
"andare pres. 3rd pl.","(loro) vanno","andare pres. 3rd pl."
"fare pres. 1st sg.","(io) faccio","fare pres. 1st sg."
"fare pres. 2nd sg. fam.","(tu) fai","fare pres. 2nd sg. fam."
"fare pres. 2nd sg. pol.","(Lei) fa","fare pres. 2nd sg. pol."
"fare pres. 3rd sg.","(lui/lei) fa","fare pres. 3rd sg."
"fare pres. 1st pl.","(noi) facciamo","fare pres. 1st pl."
"fare pres. 2nd pl. fam.","(voi) fate","fare pres. 2nd pl. fam."
"fare pres. 2nd pl. pol.","(Loro) fanno","fare pres. 2nd pl. pol."
"fare pres. 3rd pl.","(loro) fanno","fare pres. 3rd pl."
