"patata, patate","f. potato","patata, patate"
"parco, parchi","m. park","parco, parchi"
"guanto, guanti","m. glove","guanto, guanti"
"naso, nasi","m. nose","naso, nasi"
"giornale, giornali","m. journal","giornale, giornali"
"terra, terre","f. earth; ground; land","terra, terre"
"sbaglio, sbagli","m. mistake, error","sbaglio, sbagli"
"sedia, sedie","f. chair","sedia, sedie"
"mettere","to put; put on, wear","mettere"
"libertà, libertà","f. inv. freedom","libertà"
"rotto, -a","adj. broken","rotto, -a"
"mangiare","to eat","mangiare"
"vigile, vigili","m./f. traffic policeman","vigile, vigili"
"pane, pani","m. bread","pane, pani"
"orso, orsi","m. bear","orso, orsi"
"depressione, depressioni","f. depression","depressione, depressioni"
"carota, carote","f. carrot","carota, carote"
"finestra, finestre","f. window","finestra, finestre"
"oca, oche","f. goose","oca, oche"
"porta, porte","f. door","porta, porte"
"radio, radio","f. radio","radio, radio"
"centro, centri","m. center","centro, centri"
"in","prep. in, to, into, by, on","in"
"primo, -a","adj. first","primo, -a"
"mezz'ora, mezze ore","f. half hour","mezz'ora, mezze ore"
