offrire,"to offer, offer (up), bid",offrire
incontrare,to meet,incontrare
tornare,"to return, to come back",tornare
decidere,to decide,decidere
"zia, zie",f. aunt,"zia, zie"
sì,yes,sì
"ragazzo, ragazzi",m. boy,"ragazzo, ragazzi"
correre,"to run, run, rush, hurry; race",correre
"partito, -a","adj. left, departed","partito, -a"
"fidanzato, fidanzati",m. boyfriend,"fidanzato, fidanzati"
"lingua, lingue","f. tounge, language","lingua, lingue"
pulire,"to clean, clear, clear out",pulire
comprare,to buy,comprare
prendere,"to take; get, fetch",prendere
"cornetto, cornetti",m. croissant,"cornetto, cornetti"
"fetta, fette",f. slice,"fetta, fette"
"piazza, piazze",f. square,"piazza, piazze"
presto,"soon; quickly, fast; early",presto
"prosciutto, prosciutti",m. ham,"prosciutto, prosciutti"
"gufo, gufi",m. owl,"gufo, gufi"
