"uscita, uscite","f. exit","uscita, uscite"
"ombra, ombre","f. shadow, shade, darness","ombra, ombre"
"cognome, cognomi","m. surname, last name","cognome, cognomi"
"stesso, -a","same, equal","stesso, -a"
"zia, zie","f. aunt","zia, zie"
"mercato, mercati","m. market","mercato, mercati"
"vedere","to see, look at","vedere"
"vegano, vegani","m. vegan","vegano, vegani"
"uomo, uomini","m. man","uomo, uomini"
"dito/a, diti/e","m./f. finger, toe","dita, dite"
"ordinare","to order, organize","ordinare"
"bistecca, bistecche","f. steak","bistecca, bistecche"
"chiamare","to call","chiamare"
"bere","to drink","bere"
"panino, panini","m. sandwich","panino, panini"
"ora, ore","f. hour","ora, ore"
"nonno, nonni","m. grandpa","nonno, nonni"
"scrivere","to write","scrivere"
"traghetto, traghetti","m. ferry","traghetto, traghetti"
"genitore, genitori","m. parent","genitore, genitori"
"venire","to come; arrive","venire"
"giusto, -a","adj. just, fair","giusto, -a"
"carne, carni","f. meat","carne, carni"
"paese, paesi","m. country, nation; village","paese, paesi"
"fermata, fermate","f. stop","fermata, fermate"
