"sentirsi","to feel","sentirsi"
"laurearsi","to graduate","laurearsi"
"vestirsi","to get dressed","vestirsi"
"neanche","adv./conj. not even","neanche"
"sposarsi","to get married","sposarsi"
"mettersi","to put oneself","mettersi"
"trovarsi","to be (find oneself)","trovarsi"
"iscriversi","to enroll, register","iscriversi"
"svegliarsi","to wake up","svegliarsi"
"università, università","university","università, università"
"chiamarsi","to call onself, be named","chiamarsi"
"appena","adv. hardly, just; conj. as soon as","appena"
"riposarsi","to rest","riposarsi"
"arrabbiarsi","to get angry","arrabbiarsi"
"alzarsi","to get up, stand up","alzarsi"
"trovarsi bene/male","to get on well/badly","trovarsi bene/male"
"initziare","to begin, start","initziare"
"scusarsi","to apologize","scusarsi"
"rispondere","to answer","rispondere"
"ammalarsi","to get sick, fall ill","ammalarsi"
"decidersi","to decide","decidersi"
"conoscersi","to know each other","conoscersi"
"fumare","to smoke","fumare"
"collega, colleghe","colleague","collega, colleghe"
"mese, mesi","month","mese, mesi"
