
"cominciare (vi)","(lavoro, studi, discorso, libro) to start; avere cominciato"
"cominciare (vt)","to start; essere cominciato"
"cominciare a fare qc","to start to do sth"
"ognuno a modo suo","each in his own way"
"discutere",""
"inoltre",""
"raggiungere",""
"in ansia","adj. anxious"
"in fondo"
"sciocco","adj. "
"dispersivo"
c'è puzza di 
addosso
stare addosso
dare un voto (di) qc su qc
a proposito
matti stravagente
ma figurati
