"io","I","io"
"tu","you (fam. sg.)","tu"
"lui","he","lui"
"lei","she","lei"
"Lei","you (pol. sg.)","Lei"
"noi","we","noi"
"voi","you (fam. pl.),"voi"
"loro","they","loro"
"Loro","you (pol. pl.)","Loro"
