"ebbrezza","n. f. (ubriachezza) drunkenness; (euforia) thrill"
"epoca","n. f. <-che> (periodo storico) epoch; (tempo) time"
"equivoco","n. m. <-ci> (malinteso) misunderstanding"
"eredità","n. f. <-> inheritance"
"ereditiera","n. f. heiress"
"esigenza","n. f. requirement"
"esilio","n. m. <-i> exile"
"esitazione","n. f. hesitation"
"esterno","n. m. (di contenitore) outside; (di edificio) exterior; THEAT outdoor scene"
"esterno","n. m. day student"
"estraneità","n. f. <-> non-involvement"
