"essere pres. 1st sg.","(io) sono","essere pres. 1st sg."
"essere pres. 2nd sg. fam.","(tu) sei ","essere pres. 2nd sg. fam."
"essere pres. 2nd sg. pol.","(Lei) è","essere pres. 2nd sg. pol."
"essere pres. 3rd sg.","(lui/lei) è","essere pres. 3rd sg."
"essere pres. 1st pl.","(noi) siamo","essere pres. 1st pl."
"essere pres. 2nd pl. fam.","(voi) siete","essere pres. 2nd pl. fam."
"essere pres. 2nd pl. pol.","(Loro) sono","essere pres. 2nd pl. pol."
"essere pres. 3rd pl.","(loro) sono","essere pres. 3rd pl."
"avere pres. 1st sg.","(io) ho","avere pres. 1st sg."
"avere pres. 2nd sg. fam.","(tu) hai ","avere pres. 2nd sg. fam."
"avere pres. 2nd sg. pol.","(Lei) ha","avere pres. 2nd sg. pol."
"avere pres. 3rd sg.","(lui/lei) ha","avere pres. 3rd sg."
"avere pres. 1st pl.","(noi) abbiamo","avere pres. 1st pl."
"avere pres. 2nd pl. fam","(voi) avete ","avere pres. 2nd pl. fam."
"avere pres. 2nd pl. pol.","(Loro) hanno","avere pres. 2nd pl. pol."
"avere pres. 3rd pl.","(loro) hanno","avere pres. 3rd pl."
